"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000000495","HT869903C","George","Samuel","Evans","1975-07-09","Life Time ISA","Yes","2447.93","16649.96","2025-10-29","2025-12-17","7060.71","-2702.31","-594.53","36378.17","2026-03-18","Closed","Closed"
"ISA000000496","LP023507B","Sophia","Alexander","Thompson","1989-07-13","Life Time ISA","Yes","8607.11","6976.26","2025-12-01","2025-12-09","1615.70","-3923.75","61.35","8860.71","2026-02-08","Void","Void"
"ISA000000497","JX002886A","Sophia","Joseph","Allen","1962-03-19","Innovative Finance","Yes","227.17","6775.36","2026-01-27","2026-02-28","8726.41","-248.41","78.47","62830.56","2026-03-21","Cancelled","Closed"
"ISA000000498","MN866335C","Harry","Alice","Harris","1987-06-18","Stock and Shares","Yes","16288.30","6680.15","2025-04-30","2025-06-25","13332.77","-2291.72","749.80","27500.43","2026-02-13","Cancelled","Void"
"ISA000000499","LY295955D","Sophia","Michael","Hill","1996-04-24","Stock and Shares","No","19198.24","18300.29","2025-12-14","2026-01-18","7865.58","257.96","-251.71","91726.98","2026-03-12","Closed","Cancelled"
"ISA000000500","CM422520D","Arthur","Jane","Allen","1998-04-11","Innovative Finance","No","19236.62","18408.87","2025-09-15","2025-11-23","18366.31","1833.98","769.23","88596.15","2026-01-23","Void","Void"
"ISA000000501","PY725577C","Evie","Benjamin","Carter","1955-01-13","Innovative Finance","No","1607.53","6267.00","2025-07-11","2025-11-19","8312.23","1258.87","594.64","58826.52","2026-03-06","Closed","Void"
"ISA000000502","PT737289C","Sophia","Samuel","White","1981-01-29","Cash","No","12202.09","3729.92","2026-02-10","2026-03-31","1969.60","620.41","-369.00","81780.59","2026-03-31","Closed","Void"
"ISA000000503","CZ981384B","Thomas","Samuel","Thomas","1998-06-27","Life Time ISA","Yes","10929.39","11288.73","2025-05-29","2025-12-06","6337.66","-1340.47","-811.84","92946.65","2026-01-13","Void","Void"
"ISA000000504","JC551295A","Olivia","Alexander","Hill","1953-11-25","Cash","No","5987.65","1558.86","2025-04-30","2026-02-12","7663.39","2107.71","603.52","68523.45","2026-02-22","Closed","Closed"
"ISA000000505","CZ282108D","Leo","Claire","Green","1950-06-07","Life Time ISA","No","18141.29","3513.98","2025-04-17","2025-09-21","3126.55","1519.68","246.28","95476.97","2025-11-01","Cancelled","Closed"
"ISA000000506","LB606086C","Lucas","Elizabeth","Thomas","1949-06-08","Stock and Shares","Yes","15392.27","14969.94","2025-07-22","2025-10-07","5204.90","2016.63","781.88","58686.84","2026-02-22","Void","All funds withdrawn"
"ISA000000507","WB675577C","Edward","Louise","Wright","1964-09-14","Innovative Finance","Yes","17927.37","6678.64","2025-05-28","2025-07-22","6350.59","2198.82","-137.60","1037.18","2025-08-29","Void","All funds withdrawn"
"ISA000000508","CN751751A","Noah","Marie","Foster","1997-12-31","Stock and Shares","No","909.18","18491.37","2025-04-19","2025-06-02","16520.24","-3894.37","207.51","32815.52","2025-06-11","Void","Closed"
"ISA000000509","JJ470278A","Evie","William","Bailey","1971-10-01","Stock and Shares","Yes","11262.48","5287.48","2025-08-05","2026-03-11","17375.09","2919.84","794.04","45948.37","2026-03-21","Closed","Closed"
"ISA000000510","BC298389B","Ethan","Jane","Edwards","1981-11-02","Innovative Finance","Yes","2673.18","16778.39","2025-11-06","2026-03-18","13524.70","1953.40","955.19","93274.65","2026-03-22","Void","Void"
"ISA000000511","CL601421C","Arthur","David","Bailey","1990-11-29","Life Time ISA","No","6104.91","14215.14","2026-02-12","2026-03-18","6354.38","3407.80","401.76","101.69","2026-03-23","Closed","All funds withdrawn"
"ISA000000512","JT352602D","Ava","David","Morris","1946-01-17","Cash","No","1067.35","14673.76","2025-05-16","2025-12-04","9945.05","604.34","944.75","93568.75","2026-02-18","Cancelled","Void"
"ISA000000513","HR019676D","Jack","Victoria","Green","1963-01-11","Life Time ISA","Yes","3078.92","8288.88","2025-11-26","2026-01-22","13797.91","3756.84","-797.78","41371.72","2026-02-06","Void","Transferred in full"
"ISA000000514","KT040427D","Edward","Marie","Wright","1997-11-30","Cash","No","716.34","13837.45","2025-07-13","2025-11-21","4606.38","1448.16","-623.96","63340.37","2025-12-13","Void","Closed"
"ISA000000515","EM733936C","Lily","Alice","Evans","1958-12-06","Cash","Yes","18929.27","9356.63","2025-05-09","2025-05-20","14549.69","79.08","242.71","24944.34","2026-02-28","Cancelled","All funds withdrawn"
"ISA000000516","ME561297C","Mia","Thomas","Murphy","1984-02-17","Life Time ISA","Yes","14205.77","13418.17","2025-11-29","2026-01-08","8287.39","3505.43","-744.67","57619.92","2026-01-08","Closed","Transferred in full"
"ISA000000517","SX683204D","Arthur","David","Martin","1948-12-23","Innovative Finance","No","2294.41","10640.78","2026-01-20","2026-02-10","11937.94","736.47","-672.21","87118.79","2026-02-15","Void","Void"
"ISA000000518","MY616084D","Mia","David","White","2003-05-26","Innovative Finance","Yes","11510.77","10501.10","2025-10-09","2026-03-16","11144.12","215.74","434.41","49175.28","2026-03-30","Closed","Void"
"ISA000000519","JH161049D","Amelia","Claire","Jackson","2001-03-26","Innovative Finance","No","18785.30","11996.46","2025-11-16","2025-12-12","8268.15","2345.46","181.90","99251.39","2026-01-22","Closed","Void"
"ISA000000520","EA649982C","Olivia","Patrick","Walker","1996-08-02","Innovative Finance","Yes","17708.59","13226.48","2026-01-09","2026-02-03","1258.07","2569.64","540.83","85125.82","2026-03-23","Void","Void"
"ISA000000521","CR437398D","Noah","Elizabeth","Carter","1990-02-22","Life Time ISA","No","2636.67","8230.79","2025-08-18","2026-01-28","3278.47","-3471.80","410.34","85341.19","2026-03-19","Void","Transferred in full"
"ISA000000522","JA332281B","Lucas","Claire","Murphy","2006-12-26","Life Time ISA","No","12515.88","9107.03","2025-10-29","2025-11-29","13500.61","2047.54","635.95","58885.80","2026-01-18","Void","Closed"
"ISA000000523","SR957312D","Grace","Samuel","Cooper","2000-10-06","Innovative Finance","No","19284.32","8521.41","2025-09-12","2026-01-16","7205.10","155.87","464.50","23608.09","2026-03-01","Closed","Closed"
"ISA000000524","AK817032D","William","Alexander","Morris","1952-11-13","Stock and Shares","No","19510.33","18428.40","2025-09-01","2026-03-15","15098.28","-2010.79","146.25","74268.49","2026-04-02","Void","Cancelled"
"ISA000000525","KW835027A","Maya","Claire","Thompson","2006-05-24","Stock and Shares","No","7021.37","2184.27","2025-11-16","2025-12-16","15626.86","2216.28","708.43","36795.17","2025-12-20","Closed","Cancelled"
"ISA000000526","HS581300C","Freya","William","Taylor","1943-12-07","Life Time ISA","Yes","19536.15","14411.08","2025-07-17","2025-08-14","8483.50","3801.97","608.68","52374.05","2025-11-02","Closed","All funds withdrawn"
"ISA000000527","KW671067A","Daisy","David","Morris","2001-04-18","Cash","Yes","18239.08","5294.63","2025-06-02","2026-01-05","3337.68","537.11","920.72","13577.24","2026-01-08","Closed","Void"
"ISA000000528","CZ299085A","Oscar","Claire","Martin","1976-02-26","Cash","Yes","19772.01","5817.25","2025-06-03","2025-11-29","12930.45","3769.78","609.70","96191.83","2025-12-28","Closed","Closed"
"ISA000000529","LT056159D","Oliver","Thomas","Edwards","1970-05-12","Stock and Shares","Yes","11535.31","9986.86","2025-07-30","2026-01-28","11442.14","1301.51","900.12","19955.08","2026-04-02","Closed","Transferred in full"
"ISA000000530","JJ433907B","Sophia","Elizabeth","Evans","1989-10-21","Cash","Yes","3085.66","8232.65","2025-08-29","2026-02-26","10683.98","3198.85","726.75","35311.95","2026-03-16","Void","All funds withdrawn"
"ISA000000531","CL058077C","George","Alexander","Harris","2001-10-04","Innovative Finance","No","4430.72","10150.63","2025-11-18","2025-12-10","7635.04","2467.18","114.90","73609.26","2026-02-23","Closed","Void"
"ISA000000532","PK169308C","Leo","Ann","Collins","1949-01-30","Stock and Shares","No","15797.49","6741.29","2025-04-30","2025-08-19","2512.71","1356.74","240.85","90055.59","2026-01-04","Cancelled","Void"
"ISA000000533","MK357681D","Logan","Michael","Jones","1940-10-17","Life Time ISA","Yes","2633.74","10887.46","2025-04-17","2025-06-06","840.66","750.38","87.62","89442.52","2026-02-18","Void","All funds withdrawn"
"ISA000000534","SP967693C","Hannah","Elizabeth","Mitchell","1989-05-12","Stock and Shares","Yes","8776.38","1037.98","2025-04-19","2026-03-01","17135.09","2613.04","-65.13","33501.02","2026-03-04","Closed","Cancelled"
"ISA000000535","BH634275C","Charlotte","Rose","Young","1985-07-11","Cash","No","12801.49","3407.69","2026-02-17","2026-03-20","9520.02","-3144.12","260.19","35646.52","2026-03-21","Cancelled","All funds withdrawn"
"ISA000000536","RT179514B","Sophia","Grace","Wright","1969-01-16","Life Time ISA","Yes","5610.41","11698.45","2025-11-25","2025-12-23","2069.06","-1912.88","549.14","75242.50","2026-02-26","Void","All funds withdrawn"
"ISA000000537","BN508793B","Lily","Victoria","Walker","1957-05-29","Life Time ISA","Yes","199.04","10905.59","2025-09-07","2026-01-20","9877.64","2623.97","846.52","23050.27","2026-02-04","Cancelled","Cancelled"
"ISA000000538","JY252047D","Thomas","Alice","Clarke","1997-05-17","Life Time ISA","Yes","13431.77","2988.21","2025-06-26","2026-01-03","7306.64","3462.02","-403.86","9134.09","2026-03-17","Closed","Closed"
"ISA000000539","AL747325A","Isla","Alice","Thomas","1971-12-06","Life Time ISA","No","5543.66","9095.42","2025-06-22","2025-12-30","17654.82","279.74","685.15","82114.24","2026-04-02","Void","Closed"
"ISA000000540","KK014603A","Grace","Grace","Bennett","1944-10-01","Cash","No","14088.51","9483.15","2025-09-22","2025-10-01","18748.35","-3917.00","821.69","52839.51","2026-03-17","Closed","Closed"
"ISA000000541","MK458253C","Harry","Rose","Taylor","1991-10-20","Life Time ISA","Yes","8758.47","11200.91","2025-11-30","2025-12-03","12685.49","1075.61","-374.43","63050.96","2026-01-19","Void","Cancelled"
"ISA000000542","MX674888A","Emily","Patrick","Jackson","2004-06-08","Innovative Finance","Yes","5849.01","14909.85","2025-07-10","2025-11-09","18625.37","1399.20","855.57","5133.20","2025-12-02","Closed","Transferred in full"
"ISA000000543","KL310278B","Evie","Joseph","Bailey","1980-06-17","Life Time ISA","Yes","16585.13","1011.57","2025-07-22","2026-01-14","19668.98","-3818.33","948.18","37413.23","2026-01-31","Void","Transferred in full"
"ISA000000544","CX810572D","Edward","William","Foster","1979-07-24","Cash","Yes","15815.97","10396.84","2025-04-06","2025-07-22","10974.50","3293.50","-5.45","76102.82","2025-11-14","Cancelled","Transferred in full"
"ISA000000545","AN804221B","Noah","Alexander","Scott","1950-08-10","Life Time ISA","No","13977.70","14236.21","2025-10-11","2025-11-26","10930.26","2887.36","558.37","58227.13","2025-11-28","Cancelled","All funds withdrawn"
"ISA000000546","SK589157C","Henry","Louise","Miller","1969-08-06","Innovative Finance","No","18532.44","5643.63","2026-01-06","2026-03-03","13298.82","-3596.38","663.94","87622.52","2026-03-06","Void","All funds withdrawn"
"ISA000000547","KH201620B","Charlotte","Ann","Phillips","1985-07-12","Life Time ISA","Yes","18969.78","14978.23","2025-08-03","2025-12-20","8413.41","237.31","257.98","83063.85","2026-02-15","Cancelled","Void"
"ISA000000548","HB545181A","Daniel","Benjamin","Murphy","1955-11-07","Innovative Finance","No","10415.54","10041.26","2025-12-10","2026-02-23","15481.92","2734.83","484.09","22925.92","2026-02-27","Cancelled","Void"
"ISA000000549","LL273594A","Elsie","Olivia","Jones","1992-11-11","Life Time ISA","No","1100.51","887.55","2025-08-31","2026-03-05","15660.81","1919.46","722.95","94608.17","2026-03-09","Closed","Cancelled"
"ISA000000550","RW050985C","Daisy","Samuel","Robinson","1978-07-20","Life Time ISA","No","2805.96","1659.18","2025-11-10","2025-11-28","10401.86","12.99","655.72","39728.66","2026-03-21","Closed","Cancelled"
"ISA000000551","LP877428D","George","Alice","Parker","1964-08-08","Cash","No","16537.14","10340.90","2025-11-15","2025-12-05","6558.03","-3103.33","108.98","39058.38","2025-12-27","Closed","All funds withdrawn"
"ISA000000552","MH967296C","Daniel","Elizabeth","Allen","1952-09-21","Stock and Shares","No","4812.27","16841.75","2025-08-26","2025-09-22","3639.16","3179.95","832.06","59016.45","2026-04-05","Void","Cancelled"
"ISA000000553","EZ840969D","Isla","Joseph","Clarke","1961-08-27","Life Time ISA","Yes","11352.23","7161.40","2025-07-14","2025-10-05","19950.54","2318.79","80.62","56725.21","2025-10-30","Cancelled","Void"
"ISA000000554","HW695565C","Grace","Victoria","Carter","1966-03-25","Stock and Shares","Yes","17495.82","9144.23","2025-06-18","2025-09-22","4595.45","3091.80","270.88","83399.45","2026-02-16","Cancelled","All funds withdrawn"
"ISA000000555","ML816147C","Maya","Thomas","Roberts","1973-04-29","Stock and Shares","No","3146.15","7027.61","2026-01-18","2026-02-11","7701.58","276.15","316.42","18665.26","2026-02-20","Void","Closed"
"ISA000000556","EY270584B","Elsie","Michael","Clarke","1996-02-13","Life Time ISA","Yes","19515.93","10721.32","2025-05-13","2025-12-06","10969.92","-3633.61","299.93","57910.12","2026-02-14","Void","Closed"
"ISA000000557","WS225078A","Hannah","David","Thomas","1968-02-28","Life Time ISA","No","6650.83","16927.86","2025-08-09","2026-03-09","3222.39","-3159.06","869.36","37579.94","2026-04-04","Cancelled","Cancelled"
"ISA000000558","CW215314B","Ruby","Olivia","King","1959-02-19","Cash","No","11258.56","15795.40","2025-06-29","2025-11-04","8589.95","-3216.21","817.08","76255.46","2025-11-08","Closed","All funds withdrawn"
"ISA000000559","MK722576D","Noah","Claire","Hughes","1965-07-16","Cash","No","9188.58","6350.24","2025-10-18","2026-01-27","19845.74","800.79","-220.61","60846.37","2026-02-15","Closed","All funds withdrawn"
"ISA000000560","KK354365D","Grace","Michael","Mitchell","1982-12-05","Cash","Yes","17754.58","11864.20","2025-06-10","2025-07-17","16647.58","3809.03","919.25","97196.86","2025-12-06","Closed","Void"
"ISA000000561","HN380651A","Jack","David","Adams","1960-11-30","Stock and Shares","Yes","33.32","12117.59","2025-12-20","2026-02-19","10582.43","721.48","562.39","55611.37","2026-03-19","Closed","All funds withdrawn"
"ISA000000562","KE564185C","Noah","Jane","Thomas","1998-09-23","Life Time ISA","Yes","15293.85","10085.37","2026-01-07","2026-02-10","8910.03","3235.62","279.18","220.74","2026-03-09","Cancelled","Void"
"ISA000000563","CH711819C","Jacob","Joseph","Carter","1979-05-28","Stock and Shares","Yes","1505.08","707.57","2025-11-06","2025-11-28","9056.48","-2452.26","127.54","4169.54","2026-04-02","Cancelled","Closed"
"ISA000000564","BL095435D","Lucas","Michael","Martin","2005-03-29","Life Time ISA","No","1881.93","11680.12","2025-05-17","2026-01-01","10331.03","2441.12","717.25","1120.29","2026-02-14","Closed","Cancelled"
"ISA000000565","BK632099C","Freya","Jane","Davies","1992-05-14","Innovative Finance","Yes","18525.77","3929.51","2025-10-23","2026-01-15","18030.71","2188.51","-846.22","68410.23","2026-03-17","Closed","Cancelled"
"ISA000000566","AR191567A","Henry","Elizabeth","Morris","2002-02-01","Stock and Shares","No","5592.26","10748.47","2025-07-07","2025-07-13","15581.43","756.32","-31.17","13105.85","2025-12-13","Closed","Void"
"ISA000000567","KM677158D","Jack","Jane","Young","1961-05-03","Stock and Shares","No","16973.61","19224.38","2026-01-26","2026-03-16","1753.74","-3300.27","776.30","95495.43","2026-03-27","Cancelled","Closed"
"ISA000000568","KX836831C","Freya","Claire","Evans","1953-07-20","Stock and Shares","No","6211.12","9134.27","2026-02-10","2026-02-10","10261.54","47.33","-78.11","31578.06","2026-02-14","Closed","Void"
"ISA000000569","KX934556A","Mia","David","Carter","1982-06-20","Cash","No","9878.55","17186.95","2025-08-26","2025-12-23","16627.37","1980.84","316.92","44558.23","2026-02-04","Void","Cancelled"
"ISA000000570","AY611532D","Amelia","Claire","Walker","1949-11-10","Life Time ISA","Yes","1126.28","13244.91","2025-10-30","2025-12-21","4646.49","1152.72","999.04","82197.48","2026-02-17","Closed","Transferred in full"
"ISA000000571","AT909365A","Henry","Claire","Brown","1976-05-31","Life Time ISA","Yes","1766.91","8449.75","2025-09-14","2025-10-12","16665.65","976.12","581.11","83938.94","2025-10-20","Void","Closed"
"ISA000000572","PE687481B","George","Ann","White","1990-09-08","Innovative Finance","No","7896.81","9125.81","2025-11-02","2026-01-05","11410.28","1888.81","855.39","27959.23","2026-02-17","Closed","Cancelled"
"ISA000000573","AR084968D","Jacob","Jane","Davies","1983-03-28","Life Time ISA","No","8821.28","14861.89","2025-10-05","2025-10-28","2040.31","-747.57","598.42","12769.70","2026-02-02","Void","Void"
"ISA000000574","KT557842B","Finley","Ann","Adams","1996-09-06","Innovative Finance","No","2353.16","18415.86","2026-01-20","2026-02-13","1291.02","697.25","-302.84","82613.97","2026-03-22","Void","Void"
"ISA000000575","EZ289137A","Noah","Patrick","Hill","1998-07-05","Cash","Yes","15628.17","9282.70","2025-10-07","2026-01-29","726.52","2900.21","322.51","34688.33","2026-03-31","Closed","Cancelled"
"ISA000000576","RY863237B","Elsie","Elizabeth","Mitchell","1975-03-06","Innovative Finance","Yes","9558.45","8811.94","2026-01-27","2026-02-08","3095.47","1882.87","250.20","87963.54","2026-03-20","Closed","Void"
"ISA000000577","HM150511B","Freya","Jane","Kelly","1995-12-22","Life Time ISA","No","19325.47","1542.40","2025-10-24","2026-01-08","8348.23","-3535.88","571.13","77162.01","2026-03-07","Void","Closed"
"ISA000000578","CH075822D","Maya","Alexander","Kelly","1995-11-14","Innovative Finance","No","1616.48","6557.15","2025-09-14","2025-12-22","17786.74","1559.77","501.34","81438.11","2026-03-13","Void","Transferred in full"
"ISA000000579","CR997311B","Isla","Rose","Allen","1993-08-28","Cash","Yes","14864.31","11975.07","2025-08-21","2025-10-26","9519.48","3265.86","449.36","22127.18","2025-11-21","Void","Cancelled"
"ISA000000580","AK768886B","Amelia","Michael","Lewis","1943-05-05","Life Time ISA","No","5392.68","19262.86","2026-01-06","2026-01-19","15205.43","1425.57","617.02","22219.24","2026-02-11","Void","All funds withdrawn"
"ISA000000581","LK439492C","Maya","Rose","Bailey","2000-10-15","Cash","No","2387.30","8860.08","2025-06-27","2026-01-14","3548.20","2086.53","827.15","49822.37","2026-01-21","Cancelled","Closed"
"ISA000000582","JJ795569D","Noah","Claire","Lewis","2002-02-10","Stock and Shares","Yes","2191.50","8832.55","2025-07-16","2025-10-06","11766.61","-3023.10","535.93","34099.43","2025-10-17","Void","Closed"
"ISA000000583","SA579615B","Harry","Claire","Smith","1953-02-25","Innovative Finance","No","246.65","991.45","2025-12-14","2026-04-05","4202.63","292.96","226.50","52984.84","2026-04-05","Cancelled","Closed"
"ISA000000584","WH599766D","Daniel","Grace","Thompson","1960-08-01","Cash","Yes","10917.19","15881.59","2025-06-20","2026-03-09","13065.00","933.72","981.95","66443.48","2026-03-14","Cancelled","Transferred in full"
"ISA000000585","SP437939B","Arthur","Alexander","Thomas","1962-04-13","Stock and Shares","No","11186.88","14091.35","2025-11-13","2026-01-31","9549.35","-1430.71","-327.69","79875.35","2026-03-16","Closed","Cancelled"
"ISA000000586","RT152502A","Hannah","Marie","Clarke","1946-12-15","Innovative Finance","Yes","19742.07","2752.69","2025-05-20","2025-07-25","8633.61","197.78","-133.11","16942.91","2026-01-09","Closed","Transferred in full"
"ISA000000587","MZ990850B","Noah","Marie","Martin","1940-09-15","Stock and Shares","Yes","15029.47","5826.88","2025-04-14","2025-10-13","3322.72","2016.21","830.34","84751.51","2026-03-18","Closed","Closed"
"ISA000000588","BK069028B","Daisy","Ann","Parker","1985-02-11","Cash","No","11477.91","1417.86","2025-06-11","2025-11-28","16075.23","2353.30","100.13","72882.98","2026-03-02","Cancelled","Closed"
"ISA000000589","WE105228C","Amelia","Patrick","Cooper","1985-05-10","Cash","No","18272.61","9235.98","2025-06-11","2025-11-15","9507.26","885.06","674.16","47522.89","2026-03-14","Void","Transferred in full"
"ISA000000590","AE945529D","Elsie","Thomas","Murphy","1961-07-02","Innovative Finance","No","11858.55","3467.05","2025-05-29","2026-03-06","10766.64","1280.75","894.43","60464.90","2026-03-15","Void","Closed"
"ISA000000591","AK046731D","Thomas","Alice","White","1982-05-14","Innovative Finance","Yes","19762.27","11499.16","2025-11-17","2026-03-27","6493.11","3241.64","522.53","39839.14","2026-03-29","Cancelled","Cancelled"
"ISA000000592","MM043874D","Jack","Victoria","Bennett","1980-07-15","Cash","Yes","10069.00","9810.07","2025-08-26","2026-03-18","3346.81","766.97","64.49","37120.89","2026-03-19","Cancelled","Void"
"ISA000000593","CE448628A","Freya","Victoria","Harris","1961-07-29","Life Time ISA","No","2491.29","10901.61","2025-04-26","2025-11-13","7513.71","1721.56","-891.63","88859.00","2026-01-24","Cancelled","Cancelled"
"ISA000000594","BJ848718B","Edward","Louise","Scott","2001-11-09","Life Time ISA","No","16752.93","18627.38","2025-10-12","2025-11-07","10972.30","379.97","785.86","97449.75","2026-02-07","Closed","Cancelled"
"ISA000000595","JH534619A","Hannah","Patrick","Bailey","1941-08-29","Stock and Shares","Yes","10756.16","7720.46","2025-12-14","2025-12-25","10944.93","3105.64","651.42","15657.40","2026-01-15","Closed","Transferred in full"
"ISA000000596","MX959173C","Grace","William","Phillips","1958-01-11","Cash","Yes","15875.71","10049.17","2025-09-01","2025-11-11","3764.04","457.96","-27.61","81053.77","2026-03-02","Closed","Closed"
"ISA000000597","CR409441C","Evie","Thomas","Hill","1998-02-12","Cash","Yes","14806.99","1104.24","2025-08-24","2026-04-02","3471.24","1169.28","985.31","10289.12","2026-04-04","Closed","Transferred in full"
"ISA000000598","CB270502A","Ethan","Grace","Carter","2005-04-10","Stock and Shares","Yes","12783.09","8932.69","2025-09-06","2025-09-12","6851.62","3752.63","145.61","96822.72","2026-01-15","Closed","Void"
"ISA000000599","WK826166D","Grace","Louise","Cooper","1965-07-15","Innovative Finance","No","18514.31","19309.37","2025-07-25","2026-02-21","141.30","3970.94","901.09","12459.05","2026-03-19","Cancelled","Void"
"ISA000000600","CW286145C","Ava","Samuel","Thomas","1957-03-11","Innovative Finance","No","4136.65","3212.17","2025-10-22","2026-02-03","625.16","-1921.02","423.92","98519.04","2026-02-21","Cancelled","Closed"
"ISA000000601","RT479462A","Elsie","Ann","Evans","2004-05-15","Stock and Shares","Yes","6112.49","15803.46","2025-09-21","2026-03-13","13361.82","2536.14","747.57","94974.55","2026-04-03","Void","Closed"
"ISA000000602","PL191591A","Freya","David","Green","1973-03-23","Life Time ISA","No","17159.25","283.64","2025-12-27","2026-01-30","14326.68","1878.35","314.09","8414.04","2026-02-05","Void","All funds withdrawn"
"ISA000000603","HP414012C","Edward","Patrick","Phillips","1999-03-29","Innovative Finance","Yes","8866.45","7866.45","2025-06-27","2026-02-03","2121.10","559.57","971.89","37210.97","2026-02-18","Closed","Closed"
"ISA000000604","BR623277A","Edward","Rose","Hall","1955-08-17","Cash","Yes","13543.59","13799.07","2026-01-12","2026-03-25","1147.79","720.19","640.16","19644.53","2026-03-26","Cancelled","Transferred in full"
"ISA000000605","WW875067A","George","Rose","Morris","2004-01-09","Stock and Shares","Yes","9946.15","15175.18","2026-01-10","2026-01-19","4497.81","-3934.40","-355.04","61639.24","2026-03-10","Void","All funds withdrawn"
"ISA000000606","PC199797C","Ethan","Benjamin","Wright","1954-02-28","Stock and Shares","No","2635.97","15159.89","2025-04-19","2025-11-12","3204.98","2827.14","720.49","90018.11","2026-03-31","Void","Transferred in full"
"ISA000000607","WC784457B","Emily","William","Wright","1946-03-03","Cash","No","13939.20","13037.45","2026-02-10","2026-03-21","1948.81","1751.80","826.52","25782.42","2026-03-24","Closed","All funds withdrawn"
"ISA000000608","EJ061932B","Ava","Marie","Bailey","1940-09-08","Cash","No","18737.79","19670.58","2025-04-20","2025-10-24","5013.08","1603.68","356.51","81022.77","2026-02-06","Void","Closed"
"ISA000000609","HN381392A","Poppy","Benjamin","Young","1971-03-22","Innovative Finance","Yes","9167.66","1370.44","2025-11-17","2026-03-19","4982.31","-2091.64","408.00","81637.81","2026-04-04","Cancelled","Transferred in full"
"ISA000000610","BM655700B","Arthur","Rose","Thomas","1972-03-31","Cash","No","5411.61","12096.33","2025-06-07","2026-04-04","1061.85","2633.57","666.98","18700.79","2026-04-05","Cancelled","Void"
"ISA000000611","WS820102C","George","Ann","Martin","1970-08-25","Stock and Shares","No","14816.72","7141.34","2025-08-28","2025-12-21","1232.41","798.71","704.38","21342.57","2026-02-09","Void","Void"
"ISA000000612","KY692914A","Mia","Samuel","Taylor","2002-04-13","Innovative Finance","No","3066.46","9027.51","2025-04-22","2025-07-07","16125.51","3683.00","907.70","87601.92","2025-07-23","Cancelled","Transferred in full"
"ISA000000613","KX056286D","Grace","Ann","Walker","1942-01-05","Stock and Shares","No","17692.59","4473.33","2025-09-01","2025-10-23","2063.02","-3396.02","81.93","70030.80","2026-03-14","Void","All funds withdrawn"
"ISA000000614","HC906710C","Olivia","Thomas","Allen","1957-11-03","Stock and Shares","Yes","16650.29","18715.05","2025-08-28","2025-09-25","12536.03","-344.47","121.55","86651.25","2025-10-21","Void","Void"
"ISA000000615","ES317819C","Freya","Victoria","Collins","1954-03-03","Stock and Shares","No","8712.11","17709.37","2025-05-23","2025-08-10","3511.51","1641.26","473.38","46572.24","2026-01-15","Void","Closed"
"ISA000000616","JW081577A","Leo","Jane","Adams","2004-08-07","Cash","No","16039.48","1037.68","2025-12-13","2026-03-31","17082.22","798.26","187.73","73289.20","2026-04-03","Cancelled","Void"
"ISA000000617","WW725483B","Charlotte","Ann","Carter","1945-01-25","Stock and Shares","Yes","14629.09","12053.78","2025-09-03","2026-03-16","15614.45","43.98","500.16","37234.90","2026-03-26","Closed","Void"
"ISA000000618","WA753869A","Harry","Benjamin","Walker","1994-04-29","Innovative Finance","No","1297.33","12920.66","2025-08-24","2025-09-22","2361.42","496.12","846.62","30347.00","2025-12-09","Closed","All funds withdrawn"
"ISA000000619","SR205787D","Harry","Joseph","Hill","1975-04-20","Stock and Shares","No","3932.53","4604.84","2025-09-12","2026-03-18","3995.34","1077.32","-676.16","25085.47","2026-03-19","Cancelled","Transferred in full"
"ISA000000620","KZ475194B","Jacob","Ann","Wright","1948-09-08","Life Time ISA","Yes","3016.96","13428.38","2025-08-24","2026-01-06","16055.87","-2917.07","206.74","31220.99","2026-03-04","Void","Void"
"ISA000000621","HT520801D","Lucas","Louise","Parker","1994-08-11","Cash","Yes","9616.20","7695.15","2025-11-24","2025-12-30","11775.18","93.31","-218.52","58251.83","2026-01-01","Cancelled","Void"
"ISA000000622","ER498353A","Logan","Victoria","Allen","1971-09-22","Life Time ISA","No","2512.29","19998.51","2025-06-27","2026-01-20","8859.58","2792.46","958.68","96513.26","2026-03-13","Cancelled","All funds withdrawn"
"ISA000000623","HZ799472D","Oliver","Marie","Roberts","2002-01-15","Innovative Finance","No","5213.74","3359.26","2025-11-12","2026-01-26","5102.61","-3397.95","756.91","18678.87","2026-03-16","Cancelled","Void"
"ISA000000624","LE778088A","Mia","William","Harris","1945-11-14","Innovative Finance","No","6427.81","5102.48","2026-01-03","2026-03-10","1480.51","401.92","177.67","93920.86","2026-04-05","Cancelled","All funds withdrawn"
"ISA000000625","EY778222C","Charlotte","William","Robinson","1970-01-20","Life Time ISA","No","3059.21","8991.40","2025-07-17","2025-08-11","14150.52","3674.80","-381.98","75502.92","2026-01-20","Void","Cancelled"
"ISA000000626","LN748267C","Mia","Olivia","Robinson","1947-02-24","Innovative Finance","Yes","9335.90","5056.91","2026-01-17","2026-02-10","6179.96","1759.22","887.60","1259.36","2026-02-15","Void","Cancelled"
