"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000002877","EX545878B","Ethan","Victoria","Green","1991-11-13","Life Time ISA","Yes","19233.32","4876.77","2025-07-13","2025-10-25","14425.60","2048.47","-895.35","72992.98","2025-12-10","Void","Cancelled"
"ISA000002878","JR727370C","William","Benjamin","Murphy","1960-11-16","Innovative Finance","No","16106.67","2994.04","2025-05-21","2025-08-24","8950.87","2624.95","910.85","5667.58","2025-11-24","Void","Cancelled"
"ISA000002879","AH937192B","James","Claire","Bennett","1966-07-01","Life Time ISA","Yes","16562.72","18535.97","2025-10-16","2026-03-08","15430.37","3395.42","-199.33","90845.39","2026-03-17","Void","Transferred in full"
"ISA000002880","RH705877B","Jacob","Ann","Wilson","1995-07-16","Life Time ISA","Yes","14996.64","3335.67","2025-08-25","2025-11-17","12545.93","202.47","384.67","57284.58","2026-01-17","Cancelled","Closed"
"ISA000002881","MC112032B","Maya","Alexander","Davies","1959-11-24","Life Time ISA","No","4280.52","6613.38","2025-06-04","2025-11-15","4025.95","1276.25","-685.63","38794.20","2026-02-25","Void","Void"
"ISA000002882","ER346226C","Olivia","Samuel","Hill","1982-02-08","Stock and Shares","No","18643.61","8222.26","2025-10-01","2026-03-14","19920.61","882.31","655.99","76362.38","2026-03-14","Void","Void"
"ISA000002883","SR836033C","Hannah","Victoria","Parker","1983-07-25","Life Time ISA","No","13299.81","11589.07","2026-01-11","2026-02-02","1588.57","2754.30","553.95","5370.71","2026-02-23","Cancelled","Transferred in full"
"ISA000002884","KS571440A","Mia","David","Kelly","1940-12-03","Life Time ISA","No","605.45","12482.60","2025-06-01","2025-07-17","10637.70","-740.22","75.77","96566.82","2025-07-24","Void","Closed"
"ISA000002885","MB441080B","Freya","Patrick","Roberts","1987-09-20","Life Time ISA","No","9222.79","19274.08","2025-10-12","2026-03-10","8005.49","3155.58","793.66","75065.62","2026-03-20","Cancelled","Void"
"ISA000002886","EM638275C","Jack","Patrick","Hall","1969-05-02","Cash","Yes","11361.55","19255.53","2026-01-10","2026-03-28","12715.36","109.42","743.21","23205.96","2026-03-30","Cancelled","Void"
"ISA000002887","MW980609B","Lily","Alice","Phillips","1984-07-04","Innovative Finance","No","5647.28","3023.24","2025-08-10","2025-09-04","16288.78","2433.84","557.58","16593.81","2025-12-10","Closed","Void"
"ISA000002888","RR878213B","Logan","Rose","Wilson","1973-06-14","Innovative Finance","Yes","1310.89","8525.21","2025-08-01","2026-02-13","2709.24","-14.74","215.30","64306.46","2026-03-11","Closed","Cancelled"
"ISA000002889","HY292397C","Hannah","Joseph","Baker","1954-12-16","Innovative Finance","No","12793.73","9267.06","2026-01-09","2026-03-23","19100.59","1226.95","389.17","5600.81","2026-04-03","Cancelled","Void"
"ISA000002890","MY056492B","William","Michael","King","1942-10-16","Innovative Finance","Yes","1235.17","4512.52","2026-01-05","2026-04-03","4902.18","-495.55","466.94","10882.99","2026-04-04","Cancelled","Closed"
"ISA000002891","WA546360C","William","Michael","Carter","1974-09-30","Life Time ISA","Yes","9100.05","8148.68","2025-09-25","2026-04-02","11625.65","3445.70","-0.17","31273.28","2026-04-02","Cancelled","Void"
"ISA000002892","PA093924C","Hannah","Marie","Robinson","1966-02-12","Stock and Shares","Yes","13108.81","2814.06","2025-09-12","2026-01-29","9886.72","2862.35","920.35","6411.66","2026-02-26","Void","Closed"
"ISA000002893","LA485727A","George","Elizabeth","Baker","1965-09-05","Life Time ISA","Yes","4909.45","17398.38","2025-05-11","2025-09-12","10278.36","432.22","-535.14","13422.21","2026-03-12","Void","Cancelled"
"ISA000002894","EY458883B","Leo","Alexander","Scott","1998-05-15","Cash","Yes","10382.26","12696.38","2025-08-18","2026-03-03","12991.14","3013.75","473.29","54822.42","2026-03-16","Void","Closed"
"ISA000002895","RW535889B","Lily","Claire","Lewis","1943-02-27","Innovative Finance","Yes","2540.03","7665.76","2025-08-25","2025-09-29","8527.03","3643.17","-288.65","81517.20","2025-10-26","Closed","Void"
"ISA000002896","MK170716D","Evie","Alice","Hughes","1989-02-15","Innovative Finance","No","12754.80","13684.02","2025-09-11","2026-03-27","11244.11","215.47","845.76","92797.57","2026-04-03","Cancelled","Void"
"ISA000002897","RZ173991B","Amelia","Jane","Edwards","1969-03-12","Life Time ISA","No","448.58","13049.70","2025-05-18","2025-12-09","12124.21","3269.65","107.50","4947.43","2026-01-24","Cancelled","Cancelled"
"ISA000002898","EL101846D","Ruby","Alexander","Lewis","1986-06-22","Cash","Yes","11629.08","19519.23","2026-01-10","2026-01-23","15759.58","1794.60","135.71","58430.76","2026-03-24","Cancelled","Transferred in full"
"ISA000002899","RE764410B","Oliver","Patrick","Smith","1969-06-07","Cash","Yes","12233.74","11426.58","2026-02-06","2026-02-08","19579.35","678.42","412.56","15793.14","2026-03-23","Closed","Closed"
"ISA000002900","KX697729A","Isla","Alice","Johnson","1944-06-27","Stock and Shares","No","7335.89","8013.93","2025-12-04","2026-01-21","9682.37","1189.65","262.06","93843.22","2026-02-18","Closed","Closed"
"ISA000002901","WJ943605D","Harry","Alice","Adams","1946-02-14","Life Time ISA","Yes","2981.33","6551.54","2025-10-02","2025-11-22","5414.81","3718.56","736.82","10635.76","2026-03-05","Void","Transferred in full"
"ISA000002902","SY694200B","Noah","Victoria","Scott","1998-12-29","Stock and Shares","No","7070.50","5812.68","2025-05-22","2025-08-30","1036.56","-1971.98","959.71","48894.82","2026-03-14","Void","Closed"
"ISA000002903","HN816845D","Ava","Michael","Roberts","1995-07-23","Innovative Finance","No","13403.09","7197.96","2025-08-27","2026-03-08","15470.41","2088.26","-652.22","61076.71","2026-03-24","Void","Closed"
"ISA000002904","KT998053C","Maya","Rose","Morris","1943-08-05","Life Time ISA","Yes","117.43","8301.36","2026-02-07","2026-03-01","7867.18","3110.91","170.56","28032.17","2026-03-08","Closed","Closed"
"ISA000002905","PM322863D","Jacob","Benjamin","Bennett","1965-03-21","Innovative Finance","Yes","19933.52","8762.41","2025-09-18","2025-11-26","17759.83","2401.66","55.83","73398.11","2026-02-12","Closed","Cancelled"
"ISA000002906","WA337019C","Hannah","Joseph","King","1963-10-24","Cash","Yes","15562.00","17324.21","2025-07-20","2025-07-21","8417.75","190.02","795.07","10835.81","2025-11-20","Closed","Void"
"ISA000002907","JK341879C","James","Thomas","Taylor","1958-03-20","Cash","Yes","19457.82","4709.83","2026-01-31","2026-03-17","891.65","2372.09","12.88","26762.99","2026-03-29","Closed","Transferred in full"
"ISA000002908","CR966065D","Edward","Olivia","Thomas","1963-12-02","Life Time ISA","No","5619.94","16309.51","2025-10-13","2026-01-08","15726.86","691.37","851.39","60369.65","2026-02-06","Void","Cancelled"
"ISA000002909","MJ577927C","Finley","Benjamin","Davies","1970-07-06","Stock and Shares","Yes","3212.78","8859.97","2025-07-10","2025-11-02","5938.22","3345.46","-789.31","62728.92","2026-02-13","Closed","Void"
"ISA000002910","PX521637C","Maya","Benjamin","Phillips","1978-08-07","Innovative Finance","Yes","14284.90","18486.15","2025-05-05","2026-03-22","17658.22","1545.71","-995.50","99548.13","2026-04-04","Void","Transferred in full"
"ISA000002911","KJ209643D","Amelia","Ann","Hughes","1987-09-02","Life Time ISA","Yes","3946.63","6881.12","2025-10-14","2025-10-18","15900.22","1371.18","33.17","4423.17","2026-01-30","Closed","All funds withdrawn"
"ISA000002912","JT785948C","Harry","Olivia","White","1944-05-19","Cash","Yes","653.31","18885.37","2025-12-27","2026-01-14","8649.73","2415.77","-550.80","292.85","2026-01-14","Cancelled","Void"
"ISA000002913","RX444408C","George","Benjamin","Brown","1975-03-16","Cash","Yes","16224.15","13442.75","2025-12-28","2026-01-06","10597.10","1978.13","415.68","51191.68","2026-03-16","Closed","Transferred in full"
"ISA000002914","AS413407A","Arthur","Samuel","Mitchell","1982-05-27","Cash","Yes","4204.93","12544.88","2025-07-03","2025-10-14","13787.15","3948.18","867.59","55528.11","2026-03-15","Closed","Cancelled"
"ISA000002915","RA678112D","Evie","Joseph","Kelly","1993-02-25","Innovative Finance","Yes","6688.84","3179.96","2026-01-17","2026-04-01","14479.84","-474.71","409.57","38321.13","2026-04-03","Void","Cancelled"
"ISA000002916","PC968681B","Olivia","Marie","Johnson","2000-05-18","Innovative Finance","No","15606.07","16759.93","2025-06-18","2025-12-20","821.56","3151.15","820.56","45100.95","2026-04-03","Void","Cancelled"
"ISA000002917","WS228069D","Theo","David","Taylor","1967-03-06","Life Time ISA","No","3437.73","19995.00","2026-02-19","2026-02-28","13447.04","2287.45","845.27","69437.73","2026-03-30","Void","Transferred in full"
"ISA000002918","PW802116C","William","Michael","Bennett","1993-01-09","Life Time ISA","No","3760.13","14424.18","2026-01-27","2026-03-17","2928.39","914.71","-429.56","19890.25","2026-04-03","Void","All funds withdrawn"
"ISA000002919","RT331914C","George","Louise","Wright","1988-04-01","Life Time ISA","Yes","19866.17","8151.71","2026-01-30","2026-03-22","7236.55","432.59","962.01","9463.21","2026-03-31","Cancelled","All funds withdrawn"
"ISA000002920","RC284338D","Elsie","Joseph","Taylor","1945-03-04","Cash","Yes","7564.07","7049.78","2025-05-20","2025-05-28","15853.71","1359.90","612.86","44609.95","2026-01-16","Closed","Void"
"ISA000002921","MR410564B","Theo","Marie","Walker","1990-08-03","Life Time ISA","No","5110.23","16258.60","2026-01-24","2026-03-14","363.60","1289.35","627.96","95135.41","2026-03-26","Cancelled","Void"
"ISA000002922","KT636907D","Theo","Samuel","Cooper","1995-08-27","Life Time ISA","Yes","11836.14","13623.40","2026-02-05","2026-02-19","15015.69","-40.07","-516.69","88477.65","2026-02-27","Closed","Closed"
"ISA000002923","HE352229D","Thomas","Samuel","Collins","1951-08-25","Cash","No","4859.61","13514.92","2025-05-22","2025-09-25","394.42","2494.02","-681.54","70720.43","2025-12-20","Void","Cancelled"
"ISA000002924","BH454759B","Ruby","David","Foster","1983-06-29","Stock and Shares","Yes","9378.68","1635.14","2025-10-28","2026-04-05","12096.10","-2284.22","70.90","26974.61","2026-04-05","Cancelled","Cancelled"
"ISA000002925","HA434944D","Leo","David","Roberts","1943-12-05","Life Time ISA","Yes","12451.46","937.70","2025-12-07","2026-03-06","12093.65","3223.17","938.24","61496.51","2026-03-09","Closed","Transferred in full"
"ISA000002926","PW315062B","Freya","Claire","Mitchell","2001-04-16","Cash","Yes","17895.67","15024.94","2025-10-27","2025-11-23","7653.35","2373.18","473.12","26173.74","2026-01-25","Cancelled","Transferred in full"
"ISA000002927","WE316012C","Hannah","Thomas","Martin","1998-10-27","Stock and Shares","No","3041.27","10082.90","2025-09-02","2026-03-21","4362.88","-1036.81","791.28","56791.54","2026-04-03","Void","All funds withdrawn"
"ISA000002928","AS472640B","Mia","Marie","Hall","2002-06-04","Life Time ISA","No","18764.93","2175.44","2025-06-13","2025-10-11","16832.32","-1316.10","404.89","60511.45","2026-02-27","Void","Void"
"ISA000002929","BM296374A","Finley","Marie","White","2002-07-11","Cash","Yes","3525.97","4892.28","2025-07-17","2025-09-02","8373.08","-2448.74","-750.15","17289.75","2026-03-26","Closed","Cancelled"
"ISA000002930","EK553654D","Edward","Marie","Carter","1970-06-21","Life Time ISA","No","19490.96","9822.21","2025-07-12","2026-02-26","5025.90","1221.86","492.61","57000.78","2026-03-10","Closed","Cancelled"
"ISA000002931","EJ931436A","Logan","Olivia","Jones","2004-02-28","Innovative Finance","No","9471.59","17621.96","2026-01-28","2026-03-28","16308.13","3498.12","532.61","34153.18","2026-04-05","Closed","All funds withdrawn"
"ISA000002932","EJ904876C","Freya","Grace","Miller","1985-04-22","Innovative Finance","No","12465.09","11028.50","2025-07-07","2025-10-03","1283.36","2546.93","-632.47","24050.81","2026-02-24","Cancelled","Transferred in full"
"ISA000002933","KM532351D","Poppy","Alexander","Williams","2007-09-08","Innovative Finance","Yes","4011.31","8073.75","2025-11-23","2026-02-07","16467.46","474.45","606.09","70626.33","2026-04-03","Void","All funds withdrawn"
"ISA000002934","WA387850D","Sophia","Elizabeth","Hill","1965-04-03","Innovative Finance","No","7624.81","6290.78","2026-02-10","2026-03-04","11356.13","1011.68","659.29","53630.99","2026-03-22","Cancelled","Closed"
"ISA000002935","LE543575D","Theo","Grace","Thompson","1962-09-05","Stock and Shares","Yes","3014.79","3471.46","2026-02-17","2026-04-05","11594.74","2412.83","201.49","89036.02","2026-04-05","Void","All funds withdrawn"
"ISA000002936","SP816349B","Ruby","Benjamin","Collins","1959-07-29","Stock and Shares","No","5779.59","14787.46","2025-06-26","2026-01-12","1183.31","-815.66","632.86","35195.75","2026-03-28","Void","Cancelled"
"ISA000002937","LL035132D","Olivia","Claire","Davies","1978-07-24","Innovative Finance","No","14105.79","11408.44","2025-11-05","2026-03-25","5103.62","3055.45","-915.09","55816.44","2026-04-03","Void","Closed"
"ISA000002938","EW966738A","Maya","Louise","Cooper","1977-02-21","Stock and Shares","No","14433.02","7870.29","2025-09-17","2026-01-10","9343.64","-3687.23","-213.14","36819.70","2026-01-23","Closed","Closed"
"ISA000002939","BE991464B","Charlotte","Rose","King","1958-04-19","Cash","No","4283.73","13394.60","2026-01-30","2026-02-09","487.13","1025.94","364.15","56208.52","2026-03-28","Cancelled","Closed"
"ISA000002940","MN803364A","Harry","David","Martin","1951-07-29","Life Time ISA","No","11071.98","5995.22","2025-12-20","2026-01-05","11940.32","1440.85","728.21","24108.77","2026-02-06","Void","Void"
"ISA000002941","HL846607B","Emily","Alice","Carter","1988-03-22","Innovative Finance","No","5232.17","19744.56","2026-02-15","2026-03-25","8044.58","3542.76","155.48","58494.73","2026-04-01","Closed","Void"
"ISA000002942","RL717550D","Harry","Thomas","Smith","1993-08-01","Stock and Shares","Yes","19976.73","8420.98","2025-06-05","2025-10-09","6002.82","2281.18","-7.34","66204.92","2025-12-02","Void","Cancelled"
"ISA000002943","RA266413D","Arthur","Jane","Clarke","1958-03-25","Stock and Shares","No","447.26","8777.44","2025-09-03","2026-04-05","5040.73","1066.82","852.82","92749.49","2026-04-05","Cancelled","Transferred in full"
"ISA000002944","BJ524618B","Mia","Victoria","Wright","1975-03-06","Stock and Shares","Yes","17754.33","14359.32","2025-10-11","2026-02-04","15506.96","262.04","991.89","25592.82","2026-03-20","Cancelled","Void"
"ISA000002945","ET538107D","Logan","Benjamin","Johnson","1992-09-20","Life Time ISA","Yes","1860.84","6719.81","2025-10-01","2026-02-09","3524.11","-3124.24","-573.23","19475.48","2026-02-15","Void","Closed"
"ISA000002946","AR808867C","Finley","Louise","Wright","1942-04-21","Innovative Finance","Yes","13451.77","2100.00","2026-01-31","2026-02-27","11661.28","479.36","273.93","31982.13","2026-02-27","Cancelled","Cancelled"
"ISA000002947","JX320805A","Hannah","Samuel","Thomas","1955-11-04","Life Time ISA","No","7764.57","5847.49","2025-08-25","2025-10-03","11630.87","3098.70","-297.97","5227.29","2026-01-24","Cancelled","Closed"
"ISA000002948","BH694814A","Poppy","Joseph","Kelly","1957-09-11","Stock and Shares","No","17190.77","3204.15","2025-09-07","2026-02-11","5373.74","109.04","267.34","44319.39","2026-03-08","Void","Transferred in full"
"ISA000002949","CC696606B","Noah","Patrick","Carter","1964-12-26","Innovative Finance","Yes","8512.55","2374.58","2025-11-12","2025-12-09","14086.38","1310.73","771.99","18744.44","2026-02-05","Cancelled","All funds withdrawn"
"ISA000002950","PA378254A","Olivia","Thomas","Baker","1976-03-02","Stock and Shares","No","7586.80","9344.49","2025-06-06","2026-02-19","7807.17","3542.71","316.48","8696.67","2026-02-23","Closed","Closed"
"ISA000002951","MS115001A","Ava","Michael","Young","1948-02-06","Cash","No","2395.53","6833.58","2025-10-07","2026-01-12","737.73","3034.92","662.23","56312.32","2026-01-20","Closed","All funds withdrawn"
"ISA000002952","MX670702D","Logan","Thomas","Evans","1992-01-14","Life Time ISA","Yes","19672.10","14382.32","2025-10-07","2025-11-10","13770.75","228.44","507.10","44517.67","2026-01-14","Cancelled","Cancelled"
"ISA000002953","AJ100309B","Jack","David","Young","2006-01-01","Stock and Shares","Yes","3961.40","2993.91","2025-10-08","2026-03-04","14687.83","2693.79","351.29","26778.74","2026-03-12","Cancelled","Void"
"ISA000002954","AS823141C","Emily","Grace","Brown","1950-05-06","Cash","No","4548.36","3365.37","2025-12-19","2026-02-26","5610.90","860.95","500.30","89409.57","2026-03-10","Void","All funds withdrawn"
"ISA000002955","JJ266619C","Grace","Patrick","Mitchell","1963-11-29","Innovative Finance","Yes","14274.75","8306.88","2025-05-02","2025-10-31","2575.69","3139.34","479.84","47150.73","2026-02-02","Closed","Closed"
"ISA000002956","EY336578A","Ethan","David","Baker","1952-08-30","Cash","Yes","288.85","17434.42","2025-11-16","2026-02-09","14778.00","502.52","-775.00","72938.47","2026-03-22","Void","Closed"
"ISA000002957","JP884052D","Leo","Joseph","Carter","1997-09-22","Life Time ISA","No","17003.81","13647.72","2025-11-10","2026-02-09","4965.42","2889.37","66.14","25524.87","2026-03-29","Closed","Cancelled"
"ISA000002958","AB733050C","Oliver","David","Davies","1941-02-26","Innovative Finance","No","14683.59","15231.41","2025-05-19","2025-06-20","6425.00","3351.04","783.11","72944.36","2026-02-09","Closed","Cancelled"
"ISA000002959","HR784123C","Daisy","Jane","Baker","1961-06-07","Cash","Yes","3269.95","15961.92","2025-09-28","2026-01-09","7474.11","-3740.21","318.99","85088.72","2026-01-30","Closed","Closed"
"ISA000002960","BS352561C","Oscar","Michael","Smith","2007-12-08","Cash","Yes","8615.37","2463.22","2026-01-11","2026-01-26","6011.49","1392.23","511.55","78397.40","2026-03-23","Closed","Void"
"ISA000002961","KC149080B","Lucas","Elizabeth","Scott","1981-04-22","Life Time ISA","No","17731.27","18287.00","2025-11-05","2025-12-20","10000.21","2026.84","-215.35","91712.14","2026-02-23","Closed","Closed"
"ISA000002962","CJ066812C","Maya","Grace","Hughes","1946-12-23","Life Time ISA","No","5350.70","1876.18","2025-10-04","2025-10-17","14344.59","1587.22","847.43","85111.35","2026-02-03","Void","Closed"
"ISA000002963","HL883115C","Poppy","Alexander","Edwards","1995-02-07","Innovative Finance","No","1229.80","12702.15","2025-11-16","2026-01-26","19742.35","2997.38","-191.23","99226.08","2026-02-18","Closed","All funds withdrawn"
"ISA000002964","MX129333B","Ethan","Samuel","Carter","1995-08-08","Cash","Yes","3395.11","19368.80","2025-07-24","2025-08-10","5449.95","628.02","733.21","74797.20","2025-11-24","Closed","Cancelled"
"ISA000002965","LS596756C","Jacob","Claire","Hughes","1997-01-02","Cash","Yes","4032.26","4405.16","2025-05-21","2026-04-04","1380.49","502.22","465.95","3484.70","2026-04-04","Void","Transferred in full"
"ISA000002966","AH351332C","George","Grace","Miller","1941-03-20","Cash","Yes","14652.26","11776.95","2025-12-27","2026-01-03","8666.65","1782.55","960.02","68714.05","2026-03-07","Closed","Transferred in full"
"ISA000002967","JN354057B","Leo","Alexander","Roberts","1964-01-30","Life Time ISA","Yes","5734.72","6970.87","2025-12-01","2026-01-17","13482.78","2133.11","417.07","26080.76","2026-03-12","Closed","All funds withdrawn"
"ISA000002968","BB578593C","Ruby","Grace","Miller","1951-09-19","Cash","No","13752.41","8789.03","2025-08-07","2025-09-16","5787.11","3272.82","158.24","52245.50","2025-10-24","Cancelled","All funds withdrawn"
"ISA000002969","KP705758C","Daisy","William","Baker","1984-02-24","Stock and Shares","Yes","10483.94","13689.96","2025-07-15","2025-11-15","19690.97","308.80","-310.96","62342.48","2025-11-30","Closed","Transferred in full"
"ISA000002970","LB714207B","Hannah","Jane","Phillips","1961-02-24","Cash","Yes","2126.65","5958.79","2025-08-21","2026-03-02","12325.28","-3059.69","-561.00","59760.62","2026-03-07","Closed","Cancelled"
"ISA000002971","KM335462B","Grace","Patrick","Scott","2001-01-27","Innovative Finance","Yes","4078.84","16941.50","2025-07-21","2026-03-25","12785.46","-3137.40","-869.96","91452.56","2026-04-05","Void","Void"
"ISA000002972","MY897505C","Amelia","Samuel","Morris","1993-09-22","Innovative Finance","Yes","18032.84","6577.74","2025-11-15","2025-12-01","6871.96","847.12","368.99","52921.91","2026-01-20","Void","Closed"
"ISA000002973","PX053639B","Harry","David","Walker","1959-01-20","Cash","No","2087.90","11192.43","2025-07-28","2025-12-25","13015.90","-1605.86","-774.23","11023.76","2026-02-07","Void","Cancelled"
"ISA000002974","KT885652A","Ethan","Patrick","Collins","1970-12-09","Cash","No","19606.18","17931.53","2025-04-30","2025-08-08","12278.54","1772.01","474.78","50180.89","2026-01-01","Closed","Void"
"ISA000002975","KT782812D","Poppy","Marie","Jones","1979-01-15","Life Time ISA","Yes","9437.82","5368.36","2026-01-22","2026-02-26","7312.88","3663.80","325.28","96664.78","2026-03-26","Closed","Closed"
"ISA000002976","WM839793A","James","Jane","Hill","1955-12-13","Innovative Finance","No","9962.17","13269.76","2025-06-17","2025-11-08","10873.02","2596.45","-546.78","23255.75","2026-03-14","Void","All funds withdrawn"
"ISA000002977","WP319346A","Logan","Samuel","Roberts","1953-01-23","Innovative Finance","No","11171.11","18749.22","2025-05-14","2025-06-25","17616.48","1004.52","88.07","20912.30","2025-09-21","Closed","Cancelled"
"ISA000002978","JS334354C","James","Grace","Clarke","1972-07-07","Cash","Yes","19756.76","6122.92","2025-05-16","2025-11-25","19725.18","1625.23","346.32","7162.53","2025-12-27","Cancelled","Void"
"ISA000002979","SR707173C","Grace","Jane","Baker","1966-11-20","Innovative Finance","Yes","16897.60","17511.15","2025-10-31","2025-12-05","10670.86","-1351.93","54.28","84702.35","2025-12-22","Void","All funds withdrawn"
"ISA000002980","AS840058C","James","Patrick","Edwards","1996-02-05","Stock and Shares","No","5552.33","7086.15","2026-01-21","2026-03-07","9663.88","59.82","-114.87","53903.72","2026-03-12","Closed","Void"
"ISA000002981","SA611355B","Jack","Benjamin","Hall","2004-01-15","Cash","No","4269.39","16792.56","2025-11-07","2026-01-02","10886.32","-1822.55","-283.67","39719.21","2026-01-12","Void","All funds withdrawn"
"ISA000002982","RS675475B","Ruby","Victoria","Thompson","1992-11-27","Cash","Yes","7764.45","7937.22","2025-11-20","2026-01-15","441.94","2202.47","-694.76","71332.15","2026-02-04","Closed","Void"
"ISA000002983","EP125564D","Thomas","Elizabeth","Baker","1995-02-27","Innovative Finance","Yes","19370.08","16341.36","2025-04-14","2025-05-18","6155.83","1226.85","-807.55","98051.26","2026-02-22","Cancelled","Closed"
"ISA000002984","LS380810C","Jacob","Joseph","Roberts","1993-04-26","Innovative Finance","No","4279.71","1401.03","2025-11-23","2025-12-28","1606.37","3481.38","187.19","26440.17","2026-02-11","Cancelled","Void"
"ISA000002985","AB300179B","Olivia","Alice","Smith","1947-11-03","Life Time ISA","No","1518.17","6416.14","2025-09-26","2026-02-21","4211.40","2095.08","760.26","54852.53","2026-03-26","Cancelled","Transferred in full"
"ISA000002986","RK740255C","Daisy","Alice","Taylor","2000-03-21","Life Time ISA","Yes","5622.04","6909.60","2025-04-16","2025-12-19","3803.55","12.71","791.47","77289.02","2026-01-28","Closed","All funds withdrawn"
"ISA000002987","AB326581B","James","Grace","Hughes","1978-03-19","Cash","Yes","15573.51","5050.12","2025-10-23","2026-01-08","2350.44","-2721.12","317.91","22112.68","2026-03-04","Closed","Transferred in full"
"ISA000002988","EC388009B","Ethan","Alexander","Robinson","2006-08-31","Innovative Finance","No","3882.36","6684.44","2025-10-19","2025-12-05","9876.45","3557.17","45.49","67649.71","2025-12-20","Cancelled","Closed"
"ISA000002989","KL889526A","Oliver","Marie","Williams","1982-07-16","Innovative Finance","Yes","6342.80","10517.65","2025-08-02","2026-02-11","5092.01","-411.14","675.18","15908.86","2026-03-15","Closed","Closed"
"ISA000002990","RM130576B","Jack","Ann","Roberts","1981-10-09","Cash","Yes","8778.42","3856.96","2025-06-07","2026-01-25","1491.44","3938.17","178.85","86246.01","2026-02-01","Closed","Closed"
"ISA000002991","JX284752C","Finley","Elizabeth","Jackson","1960-12-07","Innovative Finance","Yes","11661.01","9545.77","2025-07-23","2026-02-24","19664.55","893.96","815.14","59543.00","2026-02-25","Closed","Closed"
"ISA000002992","EW732218B","Ethan","William","Baker","1940-04-01","Cash","No","1479.78","17119.55","2025-06-30","2026-03-18","11217.83","412.78","833.59","41432.19","2026-03-19","Void","Cancelled"
"ISA000002993","KX323130C","Hannah","Alice","Evans","1962-02-16","Stock and Shares","Yes","7596.42","1709.23","2025-08-24","2025-10-14","19435.64","299.07","-882.90","83369.32","2026-03-26","Cancelled","Transferred in full"
"ISA000002994","EN539649A","Finley","Jane","Morris","1999-10-23","Stock and Shares","Yes","670.80","10589.11","2025-07-20","2026-01-07","721.50","3061.11","195.99","22463.82","2026-01-08","Void","Void"
"ISA000002995","MK288646B","Evie","William","Roberts","1995-11-15","Innovative Finance","Yes","11916.58","1947.12","2025-10-22","2025-11-13","14014.13","2506.46","202.66","68529.88","2025-11-28","Cancelled","Void"
"ISA000002996","JT027815B","Jacob","Louise","Allen","1970-04-28","Life Time ISA","No","3996.53","8993.29","2025-07-22","2026-01-14","13239.15","1723.28","675.49","91183.17","2026-03-06","Cancelled","All funds withdrawn"
"ISA000002997","EW981373D","Maya","Olivia","Jones","1963-02-23","Cash","Yes","13470.44","12011.12","2025-11-05","2026-01-19","14853.26","1094.17","-890.84","16778.76","2026-03-10","Cancelled","Closed"
"ISA000002998","JC769396A","Olivia","Joseph","Jackson","1998-10-18","Innovative Finance","Yes","12497.33","10458.22","2025-11-27","2026-03-21","9238.26","1951.73","38.62","8032.79","2026-04-03","Cancelled","Closed"
"ISA000002999","WL353329A","Jacob","Louise","Thomas","1951-05-21","Innovative Finance","Yes","15028.34","8246.27","2025-05-16","2026-01-25","11481.87","2159.06","979.10","26592.18","2026-02-06","Cancelled","Closed"
"ISA000003000","MR270515A","Amelia","Samuel","Taylor","1998-12-08","Innovative Finance","No","6016.28","1364.71","2025-09-06","2025-10-08","11103.64","2349.09","197.07","43168.33","2025-10-25","Void","Void"
"ISA000003001","PT720346A","Amelia","Ann","Lewis","1997-12-18","Cash","No","5366.36","16080.33","2025-11-01","2026-01-12","1588.35","3916.66","683.86","48768.29","2026-03-04","Void","Void"
"ISA000003002","HW062370B","Daisy","David","Cooper","1983-02-06","Cash","Yes","14339.45","11167.52","2025-12-04","2026-02-05","15883.63","3521.77","-334.45","86199.94","2026-04-02","Closed","Transferred in full"
"ISA000003003","HR518507C","Poppy","Olivia","Taylor","1981-04-28","Life Time ISA","No","2501.52","19195.68","2025-08-17","2025-10-06","982.75","1285.92","626.26","79380.12","2025-11-20","Void","Closed"
"ISA000003004","BL060423C","George","Ann","Roberts","1969-09-02","Stock and Shares","No","10957.48","1435.50","2026-01-05","2026-02-05","3420.12","-1045.49","789.11","77093.91","2026-03-05","Closed","Transferred in full"
"ISA000003005","ML738272B","Jack","Alexander","Thompson","1969-06-18","Stock and Shares","No","2582.03","6008.20","2025-05-30","2025-08-29","10772.47","1287.80","-372.58","68551.35","2025-09-06","Void","Cancelled"
"ISA000003006","BJ816211D","Lucas","Louise","Thomas","1986-12-09","Stock and Shares","Yes","2001.40","9258.40","2025-04-24","2025-06-19","12078.00","3488.92","836.29","91717.98","2025-10-18","Void","All funds withdrawn"
"ISA000003007","KX879121D","Maya","Patrick","Hill","1952-06-11","Stock and Shares","No","15414.56","2044.23","2025-05-10","2026-01-31","19338.70","940.83","36.67","42632.59","2026-02-04","Void","Cancelled"
"ISA000003008","LN882619C","Sophia","Thomas","Mitchell","1997-01-02","Cash","No","14889.95","1998.84","2025-09-14","2025-09-18","3743.06","2211.42","184.45","11388.88","2026-04-02","Cancelled","Cancelled"
