"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000006143","PP237949A","Daisy","Michael","Edwards","1942-04-12","Stock and Shares","No","7014.70","12451.34","2025-07-26","2025-08-22","9588.35","3169.29","-613.30","27196.35","2026-01-23","Closed","Closed"
"ISA000006144","KZ664560C","Leo","Rose","Foster","1942-10-19","Stock and Shares","Yes","9497.77","19546.09","2026-01-03","2026-04-01","2248.45","1794.90","-959.51","9547.78","2026-04-03","Closed","Transferred in full"
"ISA000006145","LM356381D","Hannah","Marie","Brown","1976-08-30","Cash","Yes","4454.62","15659.19","2025-05-16","2025-08-08","14420.89","2627.16","413.12","46931.22","2026-01-14","Cancelled","All funds withdrawn"
"ISA000006146","LT934367D","Thomas","Alexander","Kelly","1945-08-03","Cash","No","1955.25","7153.88","2026-01-29","2026-02-13","9022.07","3105.10","576.52","89278.98","2026-02-20","Closed","All funds withdrawn"
"ISA000006147","AH037669A","Thomas","Alice","Baker","1970-02-19","Innovative Finance","Yes","8008.62","8672.75","2026-01-10","2026-02-24","10159.88","3347.28","84.85","46141.75","2026-03-05","Closed","Cancelled"
"ISA000006148","WW716369B","Amelia","Elizabeth","Smith","1946-10-30","Life Time ISA","Yes","2526.16","18779.55","2025-12-03","2026-01-18","18530.44","1778.76","437.84","94990.30","2026-03-05","Closed","Void"
"ISA000006149","WN216632A","Henry","Alice","Lewis","1971-03-11","Stock and Shares","No","12987.54","2728.58","2025-08-03","2025-08-26","2000.06","140.54","766.98","35685.93","2026-02-26","Void","Transferred in full"
"ISA000006150","CW873079B","Ruby","William","Wright","2006-06-06","Stock and Shares","No","2787.97","8454.27","2025-08-07","2025-10-31","11169.52","-1355.59","-164.35","83878.71","2026-03-04","Void","All funds withdrawn"
"ISA000006151","CW495445C","Daisy","Alexander","Kelly","1943-12-30","Cash","Yes","16914.36","5562.26","2025-08-17","2025-11-09","12866.83","3165.98","859.14","90734.98","2025-12-05","Closed","All funds withdrawn"
"ISA000006152","WW828277A","Arthur","Claire","Thomas","2006-04-25","Life Time ISA","No","2538.78","17456.40","2025-12-21","2026-03-28","1030.51","966.84","672.70","46143.60","2026-03-30","Closed","All funds withdrawn"
"ISA000006153","PT025774B","Ethan","Victoria","Edwards","1967-11-16","Cash","No","574.35","11952.90","2025-09-12","2025-12-11","15198.64","1670.00","-916.67","56064.13","2026-03-24","Void","Cancelled"
"ISA000006154","WY051991A","Amelia","Michael","Wilson","1958-01-26","Life Time ISA","Yes","12926.81","12282.24","2025-05-08","2025-08-14","14370.37","3573.13","-385.05","57747.61","2026-01-08","Cancelled","Closed"
"ISA000006155","JR721249B","Arthur","David","Hall","1969-07-12","Stock and Shares","Yes","12686.91","3333.24","2025-12-19","2026-01-18","3233.88","-2490.05","-998.43","4639.01","2026-03-11","Void","Closed"
"ISA000006156","AZ793218D","Logan","Jane","Bennett","1949-11-20","Innovative Finance","Yes","21.14","717.16","2025-08-10","2025-12-04","7876.19","211.01","74.01","14741.06","2026-02-05","Void","All funds withdrawn"
"ISA000006157","RM244749A","Finley","William","Murphy","1986-02-14","Stock and Shares","No","12334.34","15202.65","2025-07-08","2025-08-05","10166.15","-3401.56","-102.63","79423.78","2025-10-22","Cancelled","Void"
"ISA000006158","WE782513B","Evie","Victoria","Robinson","1996-08-27","Stock and Shares","No","9366.95","6113.22","2025-10-20","2026-01-17","12059.81","1529.45","-552.55","73620.34","2026-03-05","Void","All funds withdrawn"
"ISA000006159","JZ853920B","Hannah","Louise","Smith","2007-05-13","Life Time ISA","No","7642.31","12999.68","2026-01-04","2026-02-10","10859.25","2007.92","877.47","88733.21","2026-03-10","Closed","Transferred in full"
"ISA000006160","PH437547D","Ethan","Benjamin","Wright","1964-02-10","Life Time ISA","Yes","681.15","6395.68","2025-06-07","2025-10-25","16820.86","3748.34","643.21","90430.10","2025-11-08","Closed","Void"
"ISA000006161","SL903322B","Lily","Victoria","Baker","1959-04-07","Innovative Finance","Yes","4678.65","4458.55","2025-12-14","2026-02-28","6717.06","1665.27","204.91","46949.81","2026-04-05","Void","All funds withdrawn"
"ISA000006162","HC003289B","Grace","Patrick","Wilson","1959-12-08","Innovative Finance","No","6321.75","5315.53","2025-07-22","2025-12-03","6082.60","2412.72","9.92","63567.39","2026-02-18","Closed","Closed"
"ISA000006163","WN287136B","Thomas","Joseph","Young","2002-10-31","Cash","Yes","12198.47","664.87","2025-07-24","2026-03-23","330.33","-1909.61","352.62","14177.26","2026-04-04","Closed","Transferred in full"
"ISA000006164","KX957268C","Logan","Olivia","Jackson","1995-07-07","Life Time ISA","No","9691.41","4088.51","2025-10-26","2026-02-19","5823.22","3421.76","913.12","89511.26","2026-03-23","Void","Closed"
"ISA000006165","PH673476D","Henry","Olivia","Green","1947-07-28","Stock and Shares","Yes","12320.78","14603.82","2025-04-10","2025-08-20","6153.02","165.16","882.07","35110.97","2026-04-03","Cancelled","Cancelled"
"ISA000006166","EA341965D","Oscar","Marie","Allen","1955-09-17","Cash","No","17303.73","15265.59","2025-06-22","2025-08-14","11109.07","2466.59","406.47","31615.82","2025-11-28","Cancelled","Void"
"ISA000006167","HW569801D","Jack","Olivia","Carter","1991-11-25","Stock and Shares","Yes","15508.16","14893.53","2026-01-24","2026-03-02","15225.30","2438.37","844.78","15237.10","2026-03-25","Cancelled","Void"
"ISA000006168","EL708664B","Lucas","Benjamin","Harris","2005-12-09","Life Time ISA","Yes","5392.54","8261.01","2025-10-11","2025-11-01","1634.17","1257.69","211.53","58681.68","2026-03-29","Closed","Transferred in full"
"ISA000006169","AZ399157B","Leo","Ann","Miller","1950-02-16","Stock and Shares","No","15768.68","7884.20","2025-05-14","2025-05-22","13899.47","-1503.00","928.22","26396.80","2026-03-08","Closed","Transferred in full"
"ISA000006170","KS011149C","Oscar","Grace","Brown","1974-07-07","Cash","No","1271.83","12105.45","2025-10-15","2026-01-10","737.30","3735.41","100.34","80251.60","2026-03-13","Closed","Cancelled"
"ISA000006171","AL279088B","Ava","Grace","Morris","1951-11-05","Stock and Shares","No","1588.44","14942.68","2025-07-12","2026-03-19","18069.78","-3940.83","294.93","82411.74","2026-03-31","Cancelled","Cancelled"
"ISA000006172","MH545893B","Oscar","Louise","White","1977-09-24","Innovative Finance","Yes","13619.78","10272.42","2026-01-30","2026-02-28","9389.41","848.45","-408.74","94552.57","2026-03-03","Void","Cancelled"
"ISA000006173","RW008344B","Olivia","Jane","King","1959-12-07","Cash","No","5567.73","8873.79","2025-11-27","2026-03-19","3212.91","835.37","-463.78","65507.72","2026-03-28","Void","Void"
"ISA000006174","HN945499B","Mia","Michael","Hall","1999-11-10","Cash","No","19217.36","13967.40","2025-12-23","2026-02-04","3200.85","1270.36","-685.83","80100.48","2026-03-03","Void","Void"
"ISA000006175","KY166470D","Sophia","David","Smith","1995-02-20","Cash","Yes","13566.08","11823.37","2025-04-29","2025-11-04","9749.75","-942.80","467.49","48010.29","2026-03-23","Closed","Closed"
"ISA000006176","PA672133A","Noah","Louise","Williams","1984-04-02","Stock and Shares","Yes","5655.04","10732.87","2025-12-12","2026-02-09","8504.02","2500.66","745.12","69711.60","2026-03-24","Closed","Cancelled"
"ISA000006177","LX689469A","Isla","Victoria","Cooper","1953-08-17","Stock and Shares","No","19721.54","391.52","2025-12-27","2026-02-04","8305.44","-2187.04","376.78","69494.48","2026-03-15","Void","Closed"
"ISA000006178","EN779727B","Thomas","Louise","Roberts","1950-09-10","Innovative Finance","Yes","5893.67","10846.31","2025-10-21","2026-02-09","3993.95","3036.74","865.12","9838.81","2026-03-19","Cancelled","All funds withdrawn"
"ISA000006179","RR880889A","Finley","Ann","Jackson","1961-04-05","Innovative Finance","No","3346.93","12746.70","2025-05-15","2026-02-27","5065.83","2669.01","665.87","44829.97","2026-03-22","Closed","Transferred in full"
"ISA000006180","KY751165B","Poppy","Alice","Thompson","1996-05-05","Life Time ISA","Yes","1823.16","19304.72","2026-01-24","2026-03-11","17486.21","2262.54","-148.20","85434.65","2026-03-26","Cancelled","Closed"
"ISA000006181","WP484897C","Jacob","Victoria","Lewis","1979-10-29","Innovative Finance","No","19076.80","18486.91","2025-08-02","2026-04-05","10615.79","549.09","368.24","47556.09","2026-04-05","Cancelled","Void"
"ISA000006182","KM080795C","William","David","Adams","1975-11-24","Stock and Shares","No","10674.41","6983.45","2025-09-05","2026-01-04","6588.87","1026.46","597.83","14315.31","2026-02-24","Cancelled","Closed"
"ISA000006183","JN451840B","Daniel","David","Phillips","1975-10-17","Stock and Shares","Yes","1806.82","13480.43","2026-01-09","2026-03-19","5676.00","1278.54","295.13","51669.28","2026-04-04","Closed","All funds withdrawn"
"ISA000006184","LB928975D","William","Jane","Cooper","1987-12-01","Cash","Yes","5552.33","1027.95","2025-10-23","2026-01-10","15437.33","3820.09","-425.38","73023.90","2026-03-05","Cancelled","Closed"
"ISA000006185","HX739627B","Lily","Jane","Carter","1974-02-03","Innovative Finance","Yes","6286.80","14408.36","2025-11-29","2026-03-26","15076.49","2804.70","577.13","58909.86","2026-04-04","Void","All funds withdrawn"
"ISA000006186","AP255903D","Leo","David","Phillips","2003-10-27","Cash","Yes","4752.33","2603.95","2025-06-12","2025-12-12","14069.88","1801.40","33.98","381.56","2026-03-13","Closed","All funds withdrawn"
"ISA000006187","EJ480897D","Daniel","Michael","Scott","1954-07-18","Cash","No","18096.29","18326.03","2025-08-29","2026-02-21","5112.61","-3676.70","-512.73","23826.74","2026-03-14","Closed","All funds withdrawn"
"ISA000006188","BN470114B","Finley","Rose","Bennett","1964-12-21","Life Time ISA","Yes","4477.84","7057.14","2025-10-22","2025-10-26","17672.60","3040.80","-784.31","78885.55","2026-02-04","Void","Closed"
"ISA000006189","AE667873C","Arthur","Ann","Johnson","1978-06-14","Cash","Yes","10060.44","5665.85","2025-08-06","2025-11-15","11615.16","1858.34","779.12","83238.91","2026-01-09","Void","Transferred in full"
"ISA000006190","MS577058A","Maya","Patrick","Phillips","1993-04-06","Cash","Yes","12522.73","18767.90","2025-07-03","2025-09-01","11888.51","304.05","45.83","32924.66","2025-09-11","Void","Cancelled"
"ISA000006191","HN611372D","Theo","Benjamin","Green","1982-12-19","Life Time ISA","Yes","1993.44","18776.03","2025-07-11","2025-08-27","7014.53","2228.42","417.47","40108.80","2025-11-19","Cancelled","Closed"
"ISA000006192","HP315565C","Thomas","Olivia","Kelly","1959-04-14","Life Time ISA","Yes","13155.98","10952.59","2026-02-10","2026-03-03","437.89","518.57","722.99","15085.39","2026-03-19","Closed","Closed"
"ISA000006193","CH392524D","Arthur","Thomas","Bailey","2006-02-10","Stock and Shares","Yes","9139.09","568.00","2025-11-15","2026-02-03","13782.05","3612.81","228.54","2572.69","2026-03-15","Cancelled","Transferred in full"
"ISA000006194","LS108461D","William","Grace","Young","1942-05-05","Stock and Shares","No","3825.84","17531.21","2026-02-02","2026-03-19","17078.56","1080.75","900.98","52429.01","2026-03-22","Closed","Void"
"ISA000006195","RT150480A","Theo","Ann","King","2002-03-28","Cash","No","13099.26","8232.53","2025-10-27","2026-01-24","9600.26","-388.74","-482.64","40610.17","2026-02-11","Cancelled","Cancelled"
"ISA000006196","WW724720B","Emily","Jane","Thompson","1984-05-01","Innovative Finance","Yes","11698.18","13364.99","2025-11-23","2026-02-18","14269.14","1048.81","284.29","29105.69","2026-03-17","Void","Closed"
"ISA000006197","EY441607B","Amelia","Marie","Thompson","1999-03-07","Life Time ISA","No","12089.48","18455.27","2025-11-23","2026-01-21","9604.63","1683.74","319.02","86645.31","2026-04-03","Closed","Void"
"ISA000006198","LS452063B","Ava","Joseph","Adams","2000-05-07","Cash","Yes","19294.68","14744.88","2025-10-23","2025-11-17","19206.21","2094.38","971.70","70920.56","2025-11-20","Cancelled","Cancelled"
"ISA000006199","CL758751C","Harry","Louise","Davies","1983-06-18","Life Time ISA","No","16916.83","4040.58","2025-05-25","2026-03-14","14401.16","3202.24","760.21","74580.92","2026-03-20","Void","Cancelled"
"ISA000006200","HX494399A","Elsie","Rose","Allen","1965-06-15","Life Time ISA","Yes","19695.80","2495.18","2025-04-28","2026-03-24","7797.84","-1396.19","893.95","13602.69","2026-04-05","Cancelled","All funds withdrawn"
"ISA000006201","PL056479C","Grace","Rose","Thomas","1957-03-09","Innovative Finance","Yes","11063.71","18723.67","2025-12-01","2026-01-07","17971.32","2091.24","611.14","91366.27","2026-03-29","Cancelled","Cancelled"
"ISA000006202","BT102110C","Freya","Samuel","White","1941-02-02","Stock and Shares","No","3973.83","10876.13","2025-06-16","2026-03-09","10356.44","1843.04","977.65","44319.56","2026-03-21","Cancelled","Transferred in full"
"ISA000006203","BX142692B","Hannah","Michael","Young","1949-09-03","Cash","No","18553.41","16044.47","2025-11-18","2026-01-02","10906.31","3655.00","-604.98","43359.42","2026-02-19","Closed","Void"
"ISA000006204","LC328643B","Jack","Olivia","Young","1986-10-21","Life Time ISA","Yes","12330.70","8547.41","2025-04-16","2025-07-25","3438.97","2955.08","99.68","11145.12","2026-03-03","Closed","Transferred in full"
"ISA000006205","KZ392830D","Noah","Michael","Bailey","1996-04-26","Stock and Shares","Yes","17544.10","16009.30","2025-11-04","2026-01-07","10537.97","-1108.26","256.36","21757.47","2026-04-03","Void","Transferred in full"
"ISA000006206","BW988275A","Edward","Victoria","Morris","1979-10-30","Stock and Shares","Yes","1299.32","7187.86","2025-05-29","2025-11-11","12540.88","-3352.90","896.15","64326.37","2025-11-14","Void","Void"
"ISA000006207","AC109462B","William","Samuel","Allen","1983-05-25","Innovative Finance","No","845.66","3538.40","2026-02-15","2026-02-22","10598.80","1151.36","440.26","95613.90","2026-02-23","Cancelled","All funds withdrawn"
"ISA000006208","KB401419A","Ethan","Claire","Davies","1981-11-20","Stock and Shares","Yes","9786.44","2622.66","2025-08-18","2025-10-09","16856.66","-1880.13","178.57","4589.52","2025-10-28","Cancelled","Closed"
"ISA000006209","LR756308A","William","Olivia","Young","1954-04-26","Life Time ISA","No","6463.33","2203.45","2025-09-05","2026-01-14","19987.95","-461.46","144.64","43625.69","2026-02-25","Cancelled","Transferred in full"
"ISA000006210","KR341130A","Hannah","Claire","Adams","1956-06-09","Cash","Yes","18858.42","12142.05","2026-02-16","2026-03-20","17674.60","-24.99","89.14","74357.57","2026-03-24","Closed","All funds withdrawn"
"ISA000006211","KB817131D","Logan","Benjamin","Allen","1995-05-15","Cash","No","14841.03","19032.34","2025-06-13","2025-10-10","1678.83","3823.08","31.17","75449.92","2026-01-21","Closed","Cancelled"
"ISA000006212","JN477311A","Hannah","Alice","Morris","1959-11-02","Innovative Finance","No","11628.49","19679.53","2026-01-02","2026-03-15","16822.06","-1473.79","202.82","17977.58","2026-03-27","Cancelled","Transferred in full"
"ISA000006213","HH747507C","Logan","Rose","Smith","1970-01-21","Innovative Finance","No","12333.08","6029.60","2025-12-03","2025-12-16","12392.14","2674.98","827.19","16346.37","2026-02-10","Closed","Void"
"ISA000006214","MA065265B","Mia","Claire","Thomas","1950-09-28","Life Time ISA","Yes","14242.43","5363.01","2025-05-10","2025-06-13","805.88","624.70","-95.53","86226.69","2025-11-17","Closed","Closed"
"ISA000006215","MN742394A","Jacob","Louise","Wright","1978-09-20","Stock and Shares","Yes","16620.17","18789.09","2025-05-15","2025-11-07","3799.97","3948.34","863.44","92859.30","2025-12-24","Void","Closed"
"ISA000006216","RW063766C","Ethan","Jane","Miller","1977-12-08","Cash","Yes","15148.02","12376.69","2025-09-18","2025-09-26","2490.80","-2706.11","365.97","58829.90","2026-03-19","Void","Void"
"ISA000006217","CJ251539A","Hannah","Samuel","Parker","1995-05-21","Cash","No","1762.83","11628.70","2025-06-30","2025-10-24","10631.70","2063.20","671.57","26665.16","2026-01-22","Void","Cancelled"
"ISA000006218","CZ825962A","Arthur","Grace","Morris","1949-03-01","Life Time ISA","Yes","11207.87","2133.14","2025-11-07","2026-03-31","11710.63","3391.10","665.77","45626.03","2026-04-03","Closed","Cancelled"
"ISA000006219","RH247278B","George","William","Mitchell","1957-02-23","Stock and Shares","No","1771.81","15356.19","2025-06-10","2025-08-24","19222.35","3334.80","680.47","9903.93","2025-09-18","Cancelled","Transferred in full"
"ISA000006220","CN408485B","Ruby","Thomas","Harris","1944-02-14","Life Time ISA","Yes","7009.96","4003.11","2025-05-01","2025-10-07","3222.16","1886.99","926.67","15215.77","2026-03-24","Closed","Void"
"ISA000006221","JA141069C","Logan","Alice","Adams","1950-02-04","Innovative Finance","Yes","10222.96","19745.71","2025-08-29","2025-12-06","1705.14","-3490.55","843.48","28619.63","2026-03-23","Closed","Transferred in full"
"ISA000006222","WE758774B","Charlotte","Claire","Thomas","1945-05-31","Cash","No","155.72","19195.99","2025-04-22","2025-05-07","8787.04","573.31","-286.15","10372.44","2025-06-13","Void","Transferred in full"
"ISA000006223","CW166339C","Thomas","Rose","Hill","1995-11-23","Life Time ISA","Yes","15121.80","16380.71","2025-05-08","2026-01-19","16090.25","3043.94","362.23","44707.33","2026-03-16","Cancelled","Cancelled"
"ISA000006224","RA646218B","Theo","Joseph","Jackson","1962-04-10","Cash","Yes","7958.84","17580.21","2025-04-16","2025-07-19","11188.68","1901.32","45.68","76986.12","2026-03-20","Cancelled","All funds withdrawn"
"ISA000006225","EB679871A","Oliver","Victoria","Brown","1961-04-13","Innovative Finance","Yes","9397.01","3988.34","2025-07-10","2025-09-11","4704.75","-129.71","664.75","52926.52","2025-10-22","Void","Transferred in full"
"ISA000006226","MR975665B","Maya","Elizabeth","Williams","1972-08-06","Life Time ISA","Yes","10872.34","5079.74","2025-08-31","2025-10-10","13841.48","-2007.72","581.38","34226.91","2026-03-31","Closed","Closed"
"ISA000006227","MB842490C","Finley","Victoria","Carter","1974-05-24","Innovative Finance","Yes","19898.24","12651.24","2025-10-31","2026-03-27","19772.32","-2952.49","938.07","89292.41","2026-03-31","Closed","Closed"
"ISA000006228","AY917671C","Oscar","Claire","Thompson","1943-09-09","Life Time ISA","Yes","11315.80","13591.19","2025-10-30","2025-10-30","1150.66","-2092.79","572.73","876.62","2025-12-18","Closed","Closed"
"ISA000006229","HC990483B","Grace","David","Cooper","1946-04-29","Stock and Shares","Yes","7485.93","18903.05","2026-02-20","2026-03-05","2679.00","2888.65","881.22","10997.23","2026-03-16","Cancelled","Transferred in full"
"ISA000006230","WP400466B","Thomas","Patrick","Parker","1951-10-31","Cash","Yes","2550.48","2084.07","2025-10-15","2025-11-11","10698.23","301.25","-874.13","40443.24","2025-11-17","Closed","Void"
"ISA000006231","AP190515D","Ruby","Thomas","White","1947-01-22","Cash","Yes","17257.23","12840.96","2025-04-06","2026-03-23","6063.17","821.37","100.25","22416.65","2026-04-02","Void","Void"
"ISA000006232","WE476589D","Elsie","Elizabeth","Harris","1941-05-13","Innovative Finance","No","11586.57","14992.22","2025-06-14","2026-02-11","10925.05","1593.75","832.85","40276.07","2026-03-12","Closed","Closed"
"ISA000006233","CT899868B","Jack","Michael","Cooper","1943-08-20","Stock and Shares","Yes","2788.04","18737.88","2025-11-04","2026-01-28","5368.48","3767.66","-373.49","5575.90","2026-01-30","Cancelled","Closed"
"ISA000006234","CC444060A","Charlotte","Patrick","Bailey","1958-10-22","Life Time ISA","Yes","1239.02","5647.99","2025-05-15","2026-02-07","18273.55","1928.85","717.22","80311.28","2026-04-03","Closed","All funds withdrawn"
"ISA000006235","MH822570D","Charlotte","William","Lewis","1949-03-10","Life Time ISA","Yes","10866.90","2713.82","2025-11-09","2026-02-26","18053.04","1506.38","-594.10","30967.90","2026-03-28","Closed","All funds withdrawn"
"ISA000006236","MR565910C","Arthur","Samuel","King","1941-12-24","Stock and Shares","No","17272.87","13667.99","2026-01-10","2026-01-18","13999.58","194.07","-954.67","8622.97","2026-03-10","Void","Void"
"ISA000006237","LM324913C","Emily","William","Brown","1985-01-02","Stock and Shares","Yes","16850.28","4317.52","2026-01-22","2026-03-25","5611.91","447.32","82.28","15404.36","2026-04-01","Closed","Cancelled"
"ISA000006238","KC481249A","Logan","David","Jones","2002-12-15","Life Time ISA","Yes","16430.82","12482.03","2026-01-10","2026-02-26","7043.90","3813.46","946.54","60772.70","2026-04-05","Void","Closed"
"ISA000006239","RN920442A","Isla","Alexander","Collins","1991-12-04","Cash","No","8965.05","15081.07","2025-12-28","2026-03-12","1901.10","3909.04","-211.99","72706.60","2026-03-31","Void","Transferred in full"
"ISA000006240","MM595992B","Ethan","Patrick","Mitchell","1991-06-17","Life Time ISA","No","9815.30","15820.24","2026-01-04","2026-03-04","7542.88","1404.35","922.56","3769.29","2026-03-16","Closed","All funds withdrawn"
"ISA000006241","EP955371A","Oliver","Michael","Phillips","1973-05-06","Cash","Yes","18529.54","10266.71","2026-01-21","2026-02-18","15723.89","2414.13","538.05","46547.09","2026-03-13","Cancelled","All funds withdrawn"
"ISA000006242","JX405156B","Poppy","Ann","Adams","1947-08-12","Stock and Shares","No","11339.22","4525.08","2026-02-05","2026-02-05","18819.01","-3883.54","215.08","2494.54","2026-02-27","Cancelled","Cancelled"
"ISA000006243","SY410389C","Maya","Ann","Martin","1962-03-06","Innovative Finance","No","17526.25","14787.10","2025-09-26","2025-11-13","6676.68","459.30","264.51","47206.54","2025-12-02","Void","Transferred in full"
"ISA000006244","RM736615B","Grace","Michael","Thompson","1992-12-03","Life Time ISA","No","11718.83","18064.32","2025-11-07","2026-01-05","18825.23","22.05","-230.32","53690.79","2026-01-07","Closed","Closed"
"ISA000006245","LW100655A","Maya","David","Robinson","1952-01-22","Stock and Shares","Yes","6969.84","17354.25","2025-10-05","2025-11-24","3344.80","1954.17","-30.40","9153.93","2026-03-08","Void","Transferred in full"
"ISA000006246","BP056690A","Grace","Joseph","Hall","2004-08-13","Innovative Finance","No","8949.00","15264.31","2025-07-21","2025-12-09","5073.93","-496.74","990.77","17476.86","2026-04-03","Closed","Cancelled"
"ISA000006247","LA843725D","Finley","Ann","Green","2004-01-31","Stock and Shares","No","18185.81","14500.67","2025-10-03","2026-02-23","2538.97","2411.25","706.24","21193.41","2026-03-24","Closed","Transferred in full"
"ISA000006248","EM329672B","Elsie","Alexander","Jackson","1969-12-16","Stock and Shares","Yes","4728.33","3439.96","2025-10-05","2026-03-22","67.29","3761.60","661.31","15440.52","2026-03-28","Cancelled","Void"
"ISA000006249","MA887035A","Theo","Benjamin","Wilson","1966-08-29","Life Time ISA","Yes","5860.13","6749.46","2025-06-03","2026-01-26","2024.34","3056.04","314.70","10394.85","2026-02-25","Void","Closed"
"ISA000006250","RL122169C","Jack","Louise","Evans","1982-12-27","Innovative Finance","No","17290.84","19210.20","2025-08-02","2026-03-28","6284.06","-2171.07","490.39","74893.49","2026-03-28","Closed","Void"
"ISA000006251","SN078568D","Amelia","Louise","Mitchell","1959-02-15","Cash","No","6868.00","10897.30","2025-12-20","2025-12-23","4132.85","1462.74","469.23","27387.98","2026-02-12","Void","All funds withdrawn"
"ISA000006252","AJ795996C","Daisy","Louise","Green","1987-10-14","Cash","No","2942.56","19064.69","2025-09-19","2026-01-22","17439.15","2204.23","-488.70","81731.97","2026-04-03","Cancelled","Transferred in full"
"ISA000006253","SM788839C","Henry","Rose","Green","2007-06-04","Stock and Shares","No","1426.58","5290.02","2026-01-24","2026-03-12","5614.13","737.83","-93.32","24155.13","2026-03-18","Cancelled","Closed"
"ISA000006254","AS708175D","Lucas","Louise","Jones","1950-07-30","Stock and Shares","No","12933.34","11134.91","2025-12-12","2026-04-03","7476.83","190.55","422.65","50171.89","2026-04-03","Cancelled","Void"
"ISA000006255","EZ395780D","Amelia","Rose","Williams","1973-12-15","Stock and Shares","Yes","8525.08","11616.98","2025-07-01","2026-03-10","19986.95","3282.04","-490.46","47887.97","2026-03-24","Cancelled","Transferred in full"
"ISA000006256","AZ469267C","Sophia","Michael","Evans","1967-02-07","Life Time ISA","No","9046.28","13330.03","2025-09-23","2025-11-25","5299.66","3951.08","-500.57","66423.05","2026-01-31","Cancelled","Transferred in full"
"ISA000006257","CH681310D","Harry","Claire","Green","2001-08-15","Cash","Yes","843.58","15082.70","2025-11-03","2026-02-16","12276.01","-1498.60","87.10","26837.76","2026-02-18","Void","Void"
"ISA000006258","LA856586C","Grace","Claire","Baker","1976-02-21","Cash","Yes","3275.05","16408.91","2025-09-09","2025-11-30","15174.43","-3748.13","-41.22","72078.48","2025-12-13","Void","Void"
"ISA000006259","AE410316D","Noah","Ann","Mitchell","2004-09-22","Innovative Finance","No","19297.79","14898.78","2026-01-22","2026-02-19","14342.50","877.65","255.69","39208.41","2026-03-29","Closed","Closed"
"ISA000006260","PK611098B","Elsie","Ann","Robinson","1990-01-14","Stock and Shares","No","2721.43","10257.88","2026-01-10","2026-01-31","4328.22","1538.43","21.69","87832.08","2026-03-16","Void","Closed"
"ISA000006261","AX744087C","Henry","Patrick","Walker","1969-06-29","Life Time ISA","No","13404.00","6973.18","2025-08-05","2026-03-04","17731.56","-1652.27","297.29","87606.17","2026-03-19","Void","All funds withdrawn"
"ISA000006262","SK319167A","George","Thomas","Allen","1973-04-15","Stock and Shares","Yes","7947.12","3852.74","2025-08-10","2025-09-15","6103.07","1244.71","312.01","343.89","2026-02-11","Void","Transferred in full"
"ISA000006263","KM144922A","Lucas","Olivia","Allen","1997-03-11","Stock and Shares","No","10778.72","15349.73","2025-12-06","2025-12-31","9409.07","3243.78","161.09","80367.09","2026-03-30","Void","Transferred in full"
"ISA000006264","RM906307D","Thomas","Rose","Mitchell","2006-08-25","Stock and Shares","No","8859.87","13506.21","2026-01-11","2026-02-19","12116.14","1132.41","-73.57","87951.38","2026-03-28","Cancelled","Void"
"ISA000006265","RT993812D","Jacob","Patrick","Scott","1962-09-12","Cash","Yes","6898.57","18782.02","2026-02-20","2026-04-05","15702.54","663.06","93.14","11405.02","2026-04-05","Void","Closed"
"ISA000006266","MH020769C","George","Joseph","Scott","1967-10-16","Life Time ISA","No","11221.13","10237.50","2025-10-14","2026-03-22","3130.29","180.32","6.41","54507.52","2026-03-25","Closed","Void"
"ISA000006267","WW124536D","Amelia","Grace","Miller","1992-10-13","Stock and Shares","No","6770.83","14223.85","2025-12-06","2025-12-21","6611.86","-589.37","512.38","1910.92","2026-01-30","Cancelled","Void"
"ISA000006268","RB432097D","Oscar","Thomas","Taylor","1973-08-19","Life Time ISA","No","3526.23","15243.88","2025-08-09","2026-03-12","1708.09","3021.23","946.74","55122.76","2026-03-28","Void","Transferred in full"
"ISA000006269","WW466863D","Poppy","Samuel","Harris","1955-05-01","Life Time ISA","Yes","19003.01","9402.71","2025-07-14","2025-08-27","18000.55","3220.65","273.60","12336.15","2026-01-03","Cancelled","All funds withdrawn"
"ISA000006270","JN013187C","Oliver","Alexander","Thompson","1956-03-07","Stock and Shares","Yes","8597.21","1857.89","2025-12-31","2026-02-27","18528.99","1822.73","243.00","77692.12","2026-03-01","Closed","Cancelled"
"ISA000006271","BJ275894C","Elsie","Marie","Evans","2005-10-17","Cash","Yes","12202.59","5487.70","2025-04-15","2025-07-08","9837.20","2783.94","344.19","59217.96","2026-01-09","Cancelled","All funds withdrawn"
"ISA000006272","PM892286A","Amelia","Elizabeth","Jackson","1959-04-08","Life Time ISA","Yes","5993.42","456.57","2025-04-19","2025-05-21","2583.51","3099.82","707.16","64341.76","2025-08-02","Closed","Transferred in full"
"ISA000006273","WW991348B","Oliver","Grace","Foster","1961-09-17","Innovative Finance","Yes","19852.85","18358.01","2025-12-03","2026-02-23","8651.04","2121.20","-993.91","64532.55","2026-03-28","Void","Closed"
